id,full_name,first_name,last_name,is_active,in_boxscore,nb_appearances
101187,Alan Anderson,Alan,Anderson,False,True,63
202079,Antonio Anderson,Antonio,Anderson,False,False,0
76035,Cliff Anderson,Cliff,Anderson,False,False,0
76036,Daniel Anderson,Daniel,Anderson,False,False,0
1507,Derek Anderson,Derek,Anderson,False,False,0
76037,Dwight Anderson,Dwight,Anderson,False,False,0
944,Eric Anderson,Eric,Anderson,False,False,0
246,Greg Anderson,Greg,Anderson,False,False,0
202341,James Anderson,James,Anderson,False,True,73
76040,Jerome Anderson,Jerome,Anderson,False,False,0
1626147,Justin Anderson,Justin,Anderson,False,True,116
72,Kenny Anderson,Kenny,Anderson,False,False,0
76041,Kim Anderson,Kim,Anderson,False,False,0
203937,Kyle Anderson,Kyle,Anderson,True,True,131
76042,Michael Anderson,Michael,Anderson,False,False,0
76043,Mitchell Anderson,Mitchell,Anderson,False,False,0
98,Nick Anderson,Nick,Anderson,False,False,0
76045,Richard Anderson,Richard,Anderson,False,False,0
76046,Ron Anderson,Ron,Anderson,False,False,0
201583,Ryan Anderson,Ryan,Anderson,False,True,118
1000,Shandon Anderson,Shandon,Anderson,False,False,0
335,Willie Anderson,Willie,Anderson,False,False,0
76048,Wally Anderzunas,Wally,Anderzunas,False,False,0
101149,Martynas Andriuskevicius,Martynas,Andriuskevicius,False,False,0
76049,Don Anielak,Don,Anielak,False,False,0
1628387,Ike Anigbogu,Ike,Anigbogu,False,False,0
76050,Michael Ansley,Michael,Ansley,False,False,0
1512,Chris Anstey,Chris,Anstey,False,False,0
203507,Giannis Antetokounmpo,Giannis,Antetokounmpo,True,True,117
1628961,Kostas Antetokounmpo,Kostas,Antetokounmpo,False,False,0
203648,Thanasis Antetokounmpo,Thanasis,Antetokounmpo,False,True,5
2546,Carmelo Anthony,Carmelo,Anthony,False,True,118
1630175,Cole Anthony,Cole,Anthony,True,False,0
21,Greg Anthony,Greg,Anthony,False,False,0
201202,Joel Anthony,Joel,Anthony,False,True,74
203544,Pero Antic,Pero,Antic,False,False,0
1628384,OG Anunoby,OG,Anunoby,True,False,0
203951,Keith Appling,Keith,Appling,False,True,8
2737,Rafael Araujo,Rafael,Araujo,False,False,0
76053,Stacey Arceneaux,Stacey,Arceneaux,False,False,0
76054,Nate Archibald,Nate,Archibald,False,False,0
2425,Robert Archibald,Robert,Archibald,False,False,0
1627853,Ryan Arcidiacono,Ryan,Arcidiacono,False,False,0
76055,Jim Ard,Jim,Ard,False,False,0
2240,Gilbert Arenas,Gilbert,Arenas,False,False,0
2772,Trevor Ariza,Trevor,Ariza,False,True,126
76056,Paul Arizin,Paul,Arizin,False,False,0
76057,Joe Arlauckas,Joe,Arlauckas,False,False,0
769,B.J. Armstrong,B.J.,Armstrong,False,False,0
76061,Bob Armstrong,Bob,Armstrong,False,False,0
2220,Brandon Armstrong,Brandon,Armstrong,False,False,0
353,Darrell Armstrong,Darrell,Armstrong,False,False,0
200756,Hilton Armstrong,Hilton,Armstrong,False,False,0
76060,Paul Armstrong,Paul,Armstrong,False,False,0
1642379,Taran Armstrong,Taran,Armstrong,True,False,0
76059,Tate Armstrong,Tate,Armstrong,False,False,0
76062,Jesse Arnelle,Jesse,Arnelle,False,False,0
76063,Jay Arnette,Jay,Arnette,False,False,0
76064,Bob Arnzen,Bob,Arnzen,False,False,0
2306,Carlos Arroyo,Carlos,Arroyo,False,False,0
201589,Darrell Arthur,Darrell,Arthur,False,True,107
76065,John Arthurs,John,Arthurs,False,False,0
1628503,Jamel Artis,Jamel,Artis,False,False,0
201600,Omer Asik,Omer,Asik,False,True,120
355,Vincent Askew,Vincent,Askew,False,False,0
173,Keith Askins,Keith,Askins,False,False,0
76068,Don Asmonga,Don,Asmonga,False,False,0
76069,Richard Atha,Richard,Atha,False,False,0
1088,Chucky Atkins,Chucky,Atkins,False,False,0
76070,Alvin Attles,Alvin,Attles,False,False,0
76071,Chet Aubuchon,Chet,Aubuchon,False,False,0
278,Stacey Augmon,Stacey,Augmon,False,False,0
201571,D.J. Augustin,D.J.,Augustin,False,True,122
200788,James Augustine,James,Augustine,False,False,0
1134,Ike Austin,Ike,Austin,False,False,0
76073,John Austin,John,Austin,False,False,0
76074,Ken Austin,Ken,Austin,False,False,0
1630166,Deni Avdija,Deni,Avdija,True,False,0
138,Anthony Avent,Anthony,Avent,False,False,0
76076,William Averitt,William,Averitt,False,False,0
1895,William Avery,William,Avery,False,False,0
76078,Dennis Awtrey,Dennis,Awtrey,False,False,0
1630555,Joel Ayayi,Joel,Ayayi,False,False,0
202970,Gustavo Ayon,Gustavo,Ayon,False,False,0
201965,Jeff Ayres,Jeff,Ayres,False,True,30
1629028,Deandre Ayton,Deandre,Ayton,True,False,0
101235,Kelenna Azubuike,Kelenna,Azubuike,False,False,0
1628962,Udoka Azubuike,Udoka,Azubuike,False,False,0
203569,Chris Babb,Chris,Babb,False,False,0
202337,Luke Babbitt,Luke,Babbitt,False,True,118
76079,Milos Babic,Milos,Babic,False,False,0
76080,Johnny Bach,Johnny,Bach,False,False,0
1628407,Dwayne Bacon,Dwayne,Bacon,False,False,0
1630641,Ibou Badji,Ibou,Badji,False,False,0
76081,Jim Baechtold,Jim,Baechtold,False,False,0
2053,Dalibor Bagaric,Dalibor,Bagaric,False,False,0
76082,John Bagley,John,Bagley,False,False,0
1630542,Marcus Bagley,Marcus,Bagley,True,False,0
1628963,Marvin Bagley III,Marvin,Bagley III,True,False,0
1641735,Amari Bailey,Amari,Bailey,False,False,0
76084,Carl Bailey,Carl,Bailey,False,False,0
76083,Gus Bailey,Gus,Bailey,False,False,0
76085,James Bailey,James,Bailey,False,False,0
1847,Thurl Bailey,Thurl,Bailey,False,False,0
1753,Toby Bailey,Toby,Bailey,False,False,0
203946,Cameron Bairstow,Cameron,Bairstow,False,True,49
1858,Mark Baker,Mark,Baker,False,False,0
2486,Maurice Baker,Maurice,Baker,False,False,0
76089,Norm Baker,Norm,Baker,False,False,0
1627758,Ron Baker,Ron,Baker,False,True,40
452,Vin Baker,Vin,Baker,False,False,0
1627735,Wade Baldwin IV,Wade,Baldwin IV,False,True,40
1631116,Patrick Baldwin Jr.,Patrick,Baldwin Jr.,True,False,0
200764,Renaldo Balkman,Renaldo,Balkman,False,False,0
76090,Cedric Ball,Cedric,Ball,False,False,0
1630163,LaMelo Ball,LaMelo,Ball,True,False,0
1628366,Lonzo Ball,Lonzo,Ball,True,False,0
76091,Greg Ballard,Greg,Ballard,False,False,0
76092,Herschel Baltimore,Herschel,Baltimore,False,False,0
1628964,Mo Bamba,Mo,Bamba,True,False,0
1631094,Paolo Banchero,Paolo,Banchero,True,False,0
1630217,Desmond Bane,Desmond,Bane,True,False,0
76093,Gene Banks,Gene,Banks,False,False,0
2556,Marcus Banks,Marcus,Banks,False,False,0
76094,Ken Bannister,Ken,Bannister,False,False,0
76095,Mike Bantom,Mike,Bantom,False,False,0
1630625,Dalano Banton,Dalano,Banton,True,False,0
1627760,Cat Barber,Cat,Barber,False,False,0
76096,John Barber,John,Barber,False,False,0
2571,Leandro Barbosa,Leandro,Barbosa,False,True,149
76097,Stephen Bardo,Stephen,Bardo,False,False,0
200826,J.J. Barea,J.J.,Barea,False,True,96
200745,Andrea Bargnani,Andrea,Bargnani,False,True,44
76098,Cliff Barker,Cliff,Barker,False,False,0
76099,Tom Barker,Tom,Barker,False,False,0
787,Charles Barkley,Charles,Barkley,False,False,0
2057,Erick Barkley,Erick,Barkley,False,False,0
76102,Don Barksdale,Don,Barksdale,False,False,0
1631230,Dominick Barlow,Dominick,Barlow,True,False,0
203084,Harrison Barnes,Harrison,Barnes,True,True,139
76103,Harry Barnes,Harry,Barnes,False,False,0
76105,Jim Barnes,Jim,Barnes,False,False,0
76104,Marvin Barnes,Marvin,Barnes,False,False,0
2440,Matt Barnes,Matt,Barnes,False,True,123
1630567,Scottie Barnes,Scottie,Barnes,True,False,0
76107,Dick Barnett,Dick,Barnett,False,False,0
76106,Jim Barnett,Jim,Barnett,False,False,0
76108,John Barnhill,John,Barnhill,False,False,0
76109,Norton Barnhill,Norton,Barnhill,False,False,0
76110,Leo Barnhorst,Leo,Barnhorst,False,False,0
76111,John Barr,John,Barr,False,False,0
76112,Mike Barr,Mike,Barr,False,False,0
76113,Thomas Barr,Thomas,Barr,False,False,0
2857,Andre Barrett,Andre,Barrett,False,False,0
76114,Ernie Barrett,Ernie,Barrett,False,False,0
1629628,RJ Barrett,RJ,Barrett,True,False,0
2853,Earl Barron,Earl,Barron,False,False,0
344,Dana Barros,Dana,Barros,False,False,0
699,Brent Barry,Brent,Barry,False,False,0
1003,Drew Barry,Drew,Barry,False,False,0
468,Jon Barry,Jon,Barry,False,False,0
600013,Rick Barry,Rick,Barry,False,False,0
76117,Ed Bartels,Ed,Bartels,False,False,0
76118,Vic Bartolome,Vic,Bartolome,False,False,0
203115,Will Barton,Will,Barton,False,True,101
101188,Eddie Basden,Eddie,Basden,False,False,0
76119,Jerry Baskerville,Jerry,Baskerville,False,False,0
101138,Brandon Bass,Brandon,Bass,False,True,123
1628238,Paris Bass,Paris,Bass,False,False,0
76120,Tim Bassett,Tim,Bassett,False,False,0
1629646,Charles Bassey,Charles,Bassey,True,False,0
1766,Maceo Baston,Maceo,Baston,False,False,0
2370,Mengke Bateer,Mengke,Bateer,False,False,0
76121,Billyray Bates,Billyray,Bates,False,False,0
1641734,Emoni Bates,Emoni,Bates,True,False,0
1628966,Keita Bates-Diop,Keita,Bates-Diop,False,False,0
101212,Esteban Batista,Esteban,Batista,False,False,0
2471,Mike Batiste,Mike,Batiste,False,False,0
1499,Tony Battie,Tony,Battie,False,False,0
2203,Shane Battier,Shane,Battier,False,False,0
1642419,Jamison Battle,Jamison,Battle,True,False,0
174,John Battle,John,Battle,False,False,0
76123,Kenny Battle,Kenny,Battle,False,False,0
76124,Dave Batton,Dave,Batton,False,False,0
201587,Nicolas Batum,Nicolas,Batum,True,True,121
1641878,Damion Baugh,Damion,Baugh,True,False,0
76125,Johnny Baum,Johnny,Baum,False,False,0
76126,Frankie Baumholtz,Frankie,Baumholtz,False,False,0
2437,Lonny Baxter,Lonny,Baxter,False,False,0
201573,Jerryd Bayless,Jerryd,Bayless,False,True,65
76127,Elgin Baylor,Elgin,Baylor,False,False,0
203382,Aron Baynes,Aron,Baynes,False,True,127
76128,Sergei Bazarevich,Sergei,Bazarevich,False,False,0
203145,Kent Bazemore,Kent,Bazemore,False,True,122
1629647,Darius Bazley,Darius,Bazley,False,False,0
76129,Ed Beach,Ed,Beach,False,False,0
203078,Bradley Beal,Bradley,Beal,True,True,93
76130,Butch Beard,Butch,Beard,False,False,0
76131,Ralph Beard,Ralph,Beard,False,False,0
2602,Jerome Beasley,Jerome,Beasley,False,False,0
1627736,Malik Beasley,Malik,Beasley,True,True,35
201563,Michael Beasley,Michael,Beasley,False,True,68
76133,Zelmo Beaty,Zelmo,Beaty,False,False,0
201958,Rodrigue Beaubois,Rodrigue,Beaubois,False,False,0
1630699,MarJon Beauchamp,MarJon,Beauchamp,True,False,0
76134,Byron Beck,Byron,Beck,False,False,0
1133,Corey Beck,Corey,Beck,False,False,0
76136,Ernie Beck,Ernie,Beck,False,False,0
76137,Moe Becker,Moe,Becker,False,False,0
76138,William Bedford,William,Bedford,False,False,0
1641736,Reece Beekman,Reece,Beekman,True,False,0
76139,Hank Beenders,Hank,Beenders,False,False,0
76140,Ron Behagen,Ron,Behagen,False,False,0
76141,Elmer Behnke,Elmer,Behnke,False,False,0
201158,Marco Belinelli,Marco,Belinelli,False,True,113
2294,Charlie Bell,Charlie,Bell,False,False,0
76142,Dennis Bell,Dennis,Bell,False,False,0
1628395,Jordan Bell,Jordan,Bell,False,False,0
1952,Raja Bell,Raja,Bell,False,False,0
2559,Troy Bell,Troy,Bell,False,False,0
76143,William Bell,William,Bell,False,False,0
76144,Walt Bellamy,Walt,Bellamy,False,False,0
1627761,DeAndre' Bembry,DeAndre',Bembry,False,True,43
76145,Irv Bemoras,Irv,Bemoras,False,False,0
76146,Leon Benbow,Leon,Benbow,False,False,0
1627733,Dragan Bender,Dragan,Bender,False,True,50
1886,Jonathan Bender,Jonathan,Bender,False,False,0
203968,Jerrelle Benimon,Jerrelle,Benimon,False,False,0
104,Benoit Benjamin,Benoit,Benjamin,False,False,0
1736,Corey Benjamin,Corey,Benjamin,False,False,0
203461,Anthony Bennett,Anthony,Bennett,False,True,84
1120,Elmer Bennett,Elmer,Bennett,False,False,0
712,Mario Bennett,Mario,Bennett,False,False,0
76151,Mel Bennett,Mel,Bennett,False,False,0
76148,Tony Bennett,Tony,Bennett,False,False,0
76152,Winston Bennett,Winston,Bennett,False,False,0
128,David Benoit,David,Benoit,False,False,0
202728,Keith Benson,Keith,Benson,False,False,0
76154,Kent Benson,Kent,Benson,False,False,0
1627791,Ben Bentil,Ben,Bentil,False,False,0
76155,Gene Berce,Gene,Berce,False,False,0
76156,Gary Bergen,Gary,Bergen,False,False,0
1631262,Jules Bernard,Jules,Bernard,False,False,0
76157,Ricky Berry,Ricky,Berry,False,False,0
76158,Walter Berry,Walter,Berry,False,False,0
1629541,Dairis Bertans,Dairis,Bertans,False,False,0
202722,Dāvis Bertāns,Dāvis,Bertāns,False,True,48
76159,Del Beshore,Del,Beshore,False,False,0
696,Travis Best,Travis,Best,False,False,0
201976,Patrick Beverley,Patrick,Beverley,False,True,98
1630180,Saddiq Bey,Saddiq,Bey,True,False,0
1630189,Tyler Bey,Tyler,Bey,False,False,0
204021,Sim Bhullar,Sim,Bhullar,False,False,0
76160,Al Bianchi,Al,Bianchi,False,False,0
76161,Hank Biasatti,Hank,Biasatti,False,False,0
76162,Henry Bibby,Henry,Bibby,False,False,0
1710,Mike Bibby,Mike,Bibby,False,False,0
76163,Ed Biedenbach,Ed,Biedenbach,False,False,0
2740,Andris Biedrins,Andris,Biedrins,False,False,0
76164,Don Bielke,Don,Bielke,False,False,0
76165,Bob Bigelow,Bob,Bigelow,False,False,0
1497,Chauncey Billups,Chauncey,Billups,False,False,0
76166,Dave Bing,Dave,Bing,False,False,0
76167,Joe Binion,Joe,Binion,False,False,0
203920,Khem Birch,Khem,Birch,False,False,0
1628444,Jabari Bird,Jabari,Bird,False,False,0
76168,Jerry Bird,Jerry,Bird,False,False,0
1449,Larry Bird,Larry,Bird,False,False,0
76170,Otis Birdsong,Otis,Birdsong,False,False,0
76171,Gale Bishop,Gale,Bishop,False,False,0
1629048,Goga Bitadze,Goga,Bitadze,True,False,0
1641931,Onuralp Bitim,Onuralp,Bitim,False,False,0
202687,Bismack Biyombo,Bismack,Biyombo,True,True,147
202357,Nemanja Bjelica,Nemanja,Bjelica,False,True,114
76172,Uwe Blab,Uwe,Blab,False,False,0
1641710,Anthony Black,Anthony,Black,True,False,0
76173,Charlie Black,Charlie,Black,False,False,0
1641778,Leaky Black,Leaky,Black,False,False,0
76174,Norman Black,Norman,Black,False,False,0
204028,Tarik Black,Tarik,Black,False,True,100
76175,Tom Black,Tom,Black,False,False,0
76176,Rolando Blackman,Rolando,Blackman,False,False,0
76180,Alex Blackwell,Alex,Blackwell,False,False,0
76177,Cory Blackwell,Cory,Blackwell,False,False,0
1806,James Blackwell,James,Blackwell,False,False,0
76179,Nate Blackwell,Nate,Blackwell,False,False,0
201971,DeJuan Blair,DeJuan,Blair,False,True,46
2581,Steve Blake,Steve,Blake,False,True,74
202392,Marqus Blakely,Marqus,Blakely,False,False,0
1628469,Antonio Blakeney,Antonio,Blakeney,False,False,0
200807,Will Blalock,Will,Blalock,False,False,0
76182,George Blaney,George,Blaney,False,False,0
76183,Lance Blanks,Lance,Blanks,False,False,0
76184,Ricky Blanton,Ricky,Blanton,False,False,0
101154,Andray Blatche,Andray,Blatche,False,False,0
302,Mookie Blaylock,Mookie,Blaylock,False,False,0
202339,Eric Bledsoe,Eric,Bledsoe,False,True,81
1629833,Keljin Blevins,Keljin,Blevins,False,False,0
76186,Leon Blevins,Leon,Blevins,False,False,0
76187,John Block,John,Block,False,False,0
76188,Mike Bloom,Mike,Bloom,False,False,0
1628417,Jaron Blossomgame,Jaron,Blossomgame,False,False,0
916,Corie Blount,Corie,Blount,False,False,0
1548,Mark Blount,Mark,Blount,False,False,0
203505,Vander Blue,Vander,Blue,False,False,0
1629129,Trevon Bluiett,Trevon,Bluiett,False,False,0
76189,Ray Blume,Ray,Blume,False,False,0
76190,Nelson Bobb,Nelson,Bobb,False,False,0
2800,Tony Bobbitt,Tony,Bobbitt,False,False,0
76191,Arlen Bockhorn,Arlen,Bockhorn,False,False,0
1631205,Buddy Boeheim,Buddy,Boeheim,False,False,0
76192,Tom Boerwinkle,Tom,Boerwinkle,False,False,0
2586,Keith Bogans,Keith,Bogans,False,False,0
203992,Bogdan Bogdanović,Bogdan,Bogdanović,True,False,0
202711,Bojan Bogdanović,Bojan,Bogdanović,False,True,119
177,Muggsy Bogues,Muggsy,Bogues,False,False,0
101106,Andrew Bogut,Andrew,Bogut,False,True,135
1564,Etdrick Bohannon,Etdrick,Bohannon,False,False,0
1629626,Bol Bol,Bol,Bol,True,False,0
76195,Manute Bol,Manute,Bol,False,False,0
1628413,Jonah Bolden,Jonah,Bolden,False,False,0
1629716,Marques Bolden,Marques,Bolden,False,False,0
76196,Bill Bolger,Bill,Bolger,False,False,0
1630195,Leandro Bolmaro,Leandro,Bolmaro,False,False,0
1627762,Joel Bolomboy,Joel,Bolomboy,False,True,44
76197,Doug Bolstorff,Doug,Bolstorff,False,False,0
76203,George H. Bon Salle,George H.,Bon Salle,False,False,0
1641737,Adem Bona,Adem,Bona,True,False,0
76198,Phil Bond,Phil,Bond,False,False,0
1603,Walter Bond,Walter,Bond,False,False,0
1629648,Jordan Bone,Jordan,Bone,False,False,0
1121,Dexter Boney,Dexter,Boney,False,False,0
1629067,Isaac Bonga,Isaac,Bonga,False,False,0
76201,Ron Bonham,Ron,Bonham,False,False,0
41,Anthony Bonner,Anthony,Bonner,False,False,0
2588,Matt Bonner,Matt,Bonner,False,True,42
1626164,Devin Booker,Devin,Booker,True,True,118
511,Melvin Booker,Melvin,Booker,False,False,0
202344,Trevor Booker,Trevor,Booker,False,True,117
200767,Josh Boone,Josh,Boone,False,False,0
76204,Ron Boone,Ron,Boone,False,False,0
1916,Calvin Booth,Calvin,Booth,False,False,0
1522,Keith Booth,Keith,Booth,False,False,0
76206,Bob Boozer,Bob,Boozer,False,False,0
2430,Carlos Boozer,Carlos,Boozer,False,False,0
2414,Curtis Borchardt,Curtis,Borchardt,False,False,0
76207,Jake Bornheimer,Jake,Bornheimer,False,False,0
1953,Lazaro Borrell,Lazaro,Borrell,False,False,0
76209,Costic Borsavage,Costic,Borsavage,False,False,0
76210,Vince Boryla,Vince,Boryla,False,False,0
2547,Chris Bosh,Chris,Bosh,False,True,48
76211,Jim Bostic,Jim,Bostic,False,False,0
1630527,Brandon Boston,Brandon,Boston,True,False,0
76212,Lawrence Boston,Lawrence,Boston,False,False,0
76213,Tom Boswell,Tom,Boswell,False,False,0
1628449,Chris Boucher,Chris,Boucher,True,False,0
1630547,James Bouknight,James,Bouknight,False,False,0
2257,Ruben Boumtje-Boumtje,Ruben,Boumtje-Boumtje,False,False,0
1631123,Jamaree Bouyea,Jamaree,Bouyea,True,False,0
76214,Don Boven,Don,Boven,False,False,0
1898,Cal Bowdler,Cal,Bowdler,False,False,0
1477,Bruce Bowen,Bruce,Bowen,False,False,0
1763,Ryan Bowen,Ryan,Bowen,False,False,0
1628968,Brian Bowen II,Brian,Bowen II,False,False,0
194,Anthony Bowie,Anthony,Bowie,False,False,0
76217,Sam Bowie,Sam,Bowie,False,False,0
1085,Ira Bowman,Ira,Bowman,False,False,0
1629065,Ky Bowman,Ky,Bowman,False,False,0
76219,Nate Bowman,Nate,Bowman,False,False,0
671,Donnie Boyce,Donnie,Boyce,False,False,0
76221,Dennis Boyd,Dennis,Boyd,False,False,0
76222,Fred Boyd,Fred,Boyd,False,False,0
76223,Ken Boyd,Ken,Boyd,False,False,0
1863,Earl Boykins,Earl,Boykins,False,False,0
76224,Harry Boykoff,Harry,Boykoff,False,False,0
76225,Winford Boynes,Winford,Boynes,False,False,0
200841,Cedric Bozeman,Cedric,Bozeman,False,False,0
76226,Steve Bracey,Steve,Bracey,False,False,0
202342,Craig Brackins,Craig,Brackins,False,False,0
76227,Gary Bradds,Gary,Bradds,False,False,0
76228,Alex Bradley,Alex,Bradley,False,False,0
76229,Alonzo Bradley,Alonzo,Bradley,False,False,0
202340,Avery Bradley,Avery,Bradley,False,True,112
76233,Bill Bradley,Bill,Bradley,False,False,0
76230,Charles Bradley,Charles,Bradley,False,False,0
76231,Dudley Bradley,Dudley,Bradley,False,False,0
76232,Joe Bradley,Joe,Bradley,False,False,0
2214,Michael Bradley,Michael,Bradley,False,False,0
762,Shawn Bradley,Shawn,Bradley,False,False,0
1628396,Tony Bradley,Tony,Bradley,True,False,0
1361,Mark Bradtke,Mark,Bradtke,False,False,0
66,Marques Bragg,Marques,Bragg,False,False,0
1765,Torraye Braggs,Torraye,Braggs,False,False,0
1920,A.J. Bramlett,A.J.,Bramlett,False,False,0
76237,Adrian Branch,Adrian,Branch,False,False,0
1882,Elton Brand,Elton,Brand,False,True,28
210,Terrell Brandon,Terrell,Brandon,False,False,0
1631103,Malaki Branham,Malaki,Branham,True,False,0
76238,Bob Brannum,Bob,Brannum,False,False,0
76239,Brad Branson,Brad,Branson,False,False,0
76240,Jesse Branson,Jesse,Branson,False,False,0
1629714,Jarrell Brantley,Jarrell,Brantley,False,False,0
76241,Jim Brasco,Jim,Brasco,False,False,0
76242,Mike Bratz,Mike,Bratz,False,False,0
76243,Carl Braun,Carl,Braun,False,False,0
1631128,Christian Braun,Christian,Braun,True,False,0
1629649,Ignas Brazdeikis,Ignas,Brazdeikis,False,False,0
160,Tim Breaux,Tim,Breaux,False,False,0
2452,J.R. Bremer,J.R.,Bremer,False,False,0
76245,Pete Brennan,Pete,Brennan,False,False,0
76246,Tom Brennan,Tom,Brennan,False,False,0
76247,Randy Breuer,Randy,Breuer,False,False,0
201147,Corey Brewer,Corey,Brewer,False,True,126
2249,Jamison Brewer,Jamison,Brewer,False,False,0
76248,Jim Brewer,Jim,Brewer,False,False,0
76249,Ron Brewer,Ron,Brewer,False,False,0
200758,Ronnie Brewer,Ronnie,Brewer,False,False,0
2056,Primoz Brezec,Primoz,Brezec,False,False,0
76250,Frank Brian,Frank,Brian,False,False,0
783,Frank Brickowski,Frank,Brickowski,False,False,0
76252,Junior Bridgeman,Junior,Bridgeman,False,False,0
76253,Bill Bridges,Bill,Bridges,False,False,0
1641779,Jalen Bridges,Jalen,Bridges,True,False,0
1628969,Mikal Bridges,Mikal,Bridges,True,False,0
1628970,Miles Bridges,Miles,Bridges,True,False,0
76254,Al Brightman,Al,Brightman,False,False,0
1628578,Amida Brimah,Amida,Brimah,False,False,0
76255,Audley Brindley,Audley,Brindley,False,False,0
1628515,Isaiah Briscoe,Isaiah,Briscoe,False,False,0
